run,task,arm,node,stage,metric,is_buggy,technique,verdict,judge_error
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,2,debug,0.9382783915803884,False,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,2,debug,0.9382783915803884,False,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,2,debug,0.9382783915803884,False,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,2,debug,0.9382783915803884,False,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,3,draft,0.986206743465449,False,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,4,improve,0.9608116032030178,False,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,5,improve,0.9614579338614301,False,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,6,improve,0.9863407854423164,False,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,7,improve,,True,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,8,debug,0.9706671991756801,False,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,9,improve,,True,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,10,improve,0.9781799570266715,False,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,11,improve,,True,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,12,debug,0.9863407854423164,False,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,13,debug,,True,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,14,draft,,True,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,15,debug,0.9586414454696494,False,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,16,improve,0.9863407854423164,False,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,17,improve,,True,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,18,draft,,True,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,Word-level token classification,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,Multimodal image-text modeling,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,Token-level slot labels as additional supervision,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,Fine-tuned CLIP multimodal encoder,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,Majority-voting conflict resolution,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,LLM-based toxic-word replacement,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,Cross-task label feature,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,Demographic-context features,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,19,debug,,True,Inline-text captions for dispirited-culture memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,20,improve,0.9863810518363337,False,Iterative text-word masking,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,20,improve,0.9863810518363337,False,Multiple-coder training data for toxicity,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,20,improve,0.9863810518363337,False,Image captions for targeted-harmful memes,none,
20260813_215854_jigsaw-kbimp-s43,jigsaw,C,20,improve,0.9863810518363337,False,Word-level token classification,none,
